,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Acid_OVP,Alkaline_OVP,Neutral_OVP,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_OER
0,10.1021/acsami.2c03514,Taiwan,Natl Univ Tainan,ACS APPLIED MATERIALS & INTERFACES,10.383,2022-07-12,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acsami.2c03514,NaN,NaN,NaN,B,Bi,O,P,V,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1039/d0cp01162b,Israel,Tel Aviv Univ,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,3.945,2020-10-13,3,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d0cp01162b,NaN,NaN,NaN,Br,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jechem.2020.01.017,Peoples R China,Huaibei Normal Univ,JOURNAL OF ENERGY CHEMISTRY,13.599,2020-09-01,33,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jechem.2020.01.017,NaN,NaN,NaN,Ni,P,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/jctb.5967,Mexico,Univ Autonoma Metropolitana,JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY,3.709,2019-10-22,11,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/jctb.5967,NaN,NaN,NaN,Ga,N,O,Ti,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,10.1016/j.jpowsour.2015.12.139,South Korea,Korea Inst Sci & Technol,JOURNAL OF POWER SOURCES,9.794,2016-03-31,44,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jpowsour.2015.12.139,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1021/acs.inorgchem.8b03368,NC 27599 USA,Univ N Carolina,INORGANIC CHEMISTRY,5.436,2019-06-14,12,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acs.inorgchem.8b03368,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jcis.2020.02.063,Egypt,Helwan Univ,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,2020-04-27,41,NaN,NaN,NaN,"The best CNF-Ni/NiO-Pd electrode displayed the lowest overpotential (63 mV and 1.6 V at j = 10 mA cm(-2)), a remarkably small Tafel slope (72 and 272 mV dec(-1)), and consequent exchange current density (1.15 and 22.4 mA cm(-2)) during HER and OER, respectively",No pH key word.10.1016/j.jcis.2020.02.063,NaN,NaN,NaN,C,Pd,None,None,None,None,None,None,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
0,10.1039/d1ta07019c,Peoples R China,Shenzhen Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2021-10-08,5,NaN,NaN,NaN,"Benefiting from the accessible functional surface and active sites of the 2D structure and adjustment of the electronic structure by the synergetic effect, Co9S8/MnS-USNC possesses a half-wave potential of 0.90 V for the ORR and a low overpotential of 360 mV for the OER at a current density of 10 mA cm(-2)",No pH key word.10.1039/d1ta07019c,NaN,NaN,NaN,C,None,None,None,None,None,None,None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.apcata.2020.117703,New Zealand,Univ Auckland,APPLIED CATALYSIS A-GENERAL,5.723,2020-08-12,14,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apcata.2020.117703,NaN,NaN,NaN,Cu,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/qua.25203,Italy,Univ Milano Bicocca,INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY,2.437,2016-11-09,18,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/qua.25203,NaN,NaN,NaN,B,C,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1088/1361-6528/ac28d7,Peoples R China,Fudan Univ,NANOTECHNOLOGY,3.953,2021-10-26,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1088/1361-6528/ac28d7,NaN,NaN,NaN,Ag,C,Ga,N,O,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ceramint.2020.02.225,Peoples R China,Shaanxi Univ Sci & Technol,CERAMICS INTERNATIONAL,5.532,2020-08-04,10,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ceramint.2020.02.225,NaN,NaN,NaN,C,Mo,N,O,S,None,None,None,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.apcata.2009.01.024,Japan,Univ Tokyo,APPLIED CATALYSIS A-GENERAL,5.723,2009-04-15,64,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apcata.2009.01.024,NaN,NaN,NaN,N,O,Ta,Zr,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d1nr08445c,Peoples R China,Dongguan Univ Technol,NANOSCALE,8.307,2022-04-11,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d1nr08445c,NaN,NaN,NaN,N,P,Si,None,None,None,None,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1039/d0se01253j,South Korea,Daegu Gyeongbuk Inst Sci & Technol DGIST,SUSTAINABLE ENERGY & FUELS,6.813,2020-12-14,10,NaN,245.0,NaN,"The piranha solution-corroded NF electrode generates more hydroxide groups compared to the water-corroded NF electrode, and exhibits remarkable electrochemical oxygen evolution reaction activity in alkaline medium with a low overpotential of 245 mV at 10 mA cm(-2)","Normal,only alkaline.",1,0,0,Fe,Ni,O,None,None,None,None,None,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,10.1039/d0se01253j,South Korea,Daegu Gyeongbuk Inst Sci & Technol DGIST,SUSTAINABLE ENERGY & FUELS,6.813,2020-12-14,10,NaN,NaN,NaN,"It also maintains low working potential below 267 mV at 10 mA cm(-2) over 500 h operation without any sign of degradation, indicating excellent long-term stability, which can be attributed to the robust binder-free electrode and the cooperative synergistic interaction between Fe-hydroxides and Ni-hydroxides in the FeNi hybrid composite of individually incompetent OER components, generated over the NF",No pH key word.10.1039/d0se01253j,NaN,NaN,NaN,Fe,Ni,O,None,None,None,None,None,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,10.1007/s12039-021-01972-9,Peoples R China,Ningxia Univ,JOURNAL OF CHEMICAL SCIENCES,2.15,2021-10-22,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s12039-021-01972-9,NaN,NaN,NaN,C,Ni,O,Rh,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.fuel.2021.120786,NaN,NaN,NaN,0,NaN,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.fuel.2021.120786,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/anie.202014551,South Korea,Seoul Natl Univ,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2021-01-21,17,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/anie.202014551,NaN,NaN,NaN,Ca,Mn,O,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/acsami.1c10441,TX 77005 USA,Rice Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,2021-09-29,2,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acsami.1c10441,NaN,NaN,NaN,Co,Cu,Ni,O,Zn,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.ijhydene.2015.01.071,Iran,Semnan Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2015-04-08,17,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2015.01.071,NaN,NaN,NaN,Cl,N,Ru,S,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.renene.2007.09.013,South Korea,Chosun Univ,RENEWABLE ENERGY,8.634,2008-07-01,22,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.renene.2007.09.013,NaN,NaN,NaN,C,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jssc.2013.04.016,Peoples R China,South China Agr Univ,JOURNAL OF SOLID STATE CHEMISTRY,3.656,2013-07-01,53,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jssc.2013.04.016,NaN,NaN,NaN,C,Cu,N,O,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1039/d2cy00559j,Peoples R China,Chinese Acad Sci,CATALYSIS SCIENCE & TECHNOLOGY,6.177,2022-08-26,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d2cy00559j,NaN,NaN,NaN,N,Tb,None,None,None,None,None,None,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2020.124525,Peoples R China,Shaanxi Univ Sci & Technol,CHEMICAL ENGINEERING JOURNAL,16.744,2020-04-16,72,NaN,NaN,NaN,"Impressively, to drive a current density of 10 mA cm(-2), it requires cell voltages of only 1.59 and 1.45 V for overall water and urea electrolysis, respectively, in a two-electrode electrolyzer consisting of FQD/CoNi-LDH/NF as both anode and cathode",No pH key word.10.1016/j.cej.2020.124525,NaN,NaN,NaN,Co,Ni,None,None,None,None,None,None,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.apcatb.2019.117892,Canada,Mem Univ Newfoundland,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2019-09-19,3,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apcatb.2019.117892,NaN,NaN,NaN,Pt,Ru,None,None,None,None,None,None,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acs.iecr.5b00686,Poland,Polish Acad Sci,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,4.326,2015-08-26,9,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acs.iecr.5b00686,NaN,NaN,NaN,O,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsami.1c25115,Peoples R China,Hainan Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,2022-06-08,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acsami.1c25115,NaN,NaN,NaN,Cu,Fe,Ni,O,S,None,None,None,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1149/1.3210607,TX 77204 USA,Univ Houston,NaN,0,2009-01-01,14,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1149/1.3210607,NaN,NaN,NaN,C,O,Ru,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,10.1039/d2se00984f,Peoples R China,Northeastern Univ,SUSTAINABLE ENERGY & FUELS,6.813,2022-09-04,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d2se00984f,NaN,NaN,NaN,C,Fe,Ni,O,P,Ru,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.3866/PKU.WHXB201302262,Peoples R China,Sichuan Univ,ACTA PHYSICO-CHIMICA SINICA,6.253,2013-06-26,3,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.3866/PKU.WHXB201302262,NaN,NaN,NaN,C,N,O,Pd,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c8se00253c,Taiwan,Acad Sinica,SUSTAINABLE ENERGY & FUELS,6.813,2018-12-28,31,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c8se00253c,NaN,NaN,NaN,Co,P,None,None,None,None,None,None,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jechem.2020.04.040,Peoples R China,South China Agr Univ,JOURNAL OF ENERGY CHEMISTRY,13.599,2020-12-24,22,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jechem.2020.04.040,NaN,NaN,NaN,C,Co,Fe,N,None,None,None,None,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c4ta04182h,Peoples R China,Beijing Inst Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2015-03-11,34,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c4ta04182h,NaN,NaN,NaN,O,Ti,None,None,None,None,None,None,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d1cy00264c,Japan,Kyoto Univ,CATALYSIS SCIENCE & TECHNOLOGY,6.177,2021-07-22,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d1cy00264c,NaN,NaN,NaN,C,La,Na,O,Ta,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c8nr07891b,Peoples R China,Qufu Normal Univ,NANOSCALE,8.307,2018-12-28,233,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c8nr07891b,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.materresbull.2020.110812,Peoples R China,South China Normal Univ,MATERIALS RESEARCH BULLETIN,5.6,2020-03-31,20,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.materresbull.2020.110812,NaN,NaN,NaN,C,Ce,Cr,Fe,I,N,V,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2017.12.008,NaN,NaN,NaN,0,NaN,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2017.12.008,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acs.jpcc.8b08324,Austria,Leopold Franzens Univ Innsbruck,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,2019-04-19,14,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acs.jpcc.8b08324,NaN,NaN,NaN,Mo,None,None,None,None,None,None,None,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/anie.201306918,India,Jawaharlal Nehru Ctr Adv Sci Res,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2013-12-02,364,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/anie.201306918,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2018.06.035,Peoples R China,Chinese Acad Sci,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2018-12-28,21,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apcatb.2018.06.035,NaN,NaN,NaN,C,N,None,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2012.06.142,Spain,Univ Basque Country UPV EHU,CHEMICAL ENGINEERING JOURNAL,16.744,2012-12-19,20,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.cej.2012.06.142,NaN,NaN,NaN,Au,C,Co,O,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c9dt02846c,Italy,Univ Ferrara,DALTON TRANSACTIONS,4.569,2019-10-21,10,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c9dt02846c,NaN,NaN,NaN,O,Ti,None,None,None,None,None,None,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.optmat.2019.109545,Peoples R China,Liaoning Univ,OPTICAL MATERIALS,3.754,2020-03-24,10,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.optmat.2019.109545,NaN,NaN,NaN,O,Ti,W,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,10.1007/s11947-008-0164-9,Ecuador,Pasaje Andalucia N22 435 Alfredo Mena Caamano,FOOD AND BIOPROCESS TECHNOLOGY,5.581,2011-06-03,12,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s11947-008-0164-9,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c8ta02161a,South Korea,UNIST,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2018-12-28,40,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c8ta02161a,NaN,NaN,NaN,F,Fe,O,Ti,Zn,None,None,None,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,10.1002/smll.201400401,Singapore,Nanyang Technol Univ,SMALL,15.153,2015-02-04,215,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/smll.201400401,NaN,NaN,NaN,Li,Mo,S,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2010.01.067,Taiwan,Natl Def Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2010-04-01,47,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2010.01.067,NaN,NaN,NaN,B,C,Ce,Cl,In,Ir,O,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d1ee01487k,Peoples R China,Tsinghua Univ,ENERGY & ENVIRONMENTAL SCIENCE,39.714,2021-08-03,28,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d1ee01487k,NaN,NaN,NaN,Fe,Mo,Ni,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/cphc.201300179,Germany,Max Planck Gesell,CHEMPHYSCHEM,3.52,2013-07-03,17,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/cphc.201300179,NaN,NaN,NaN,Pd,None,None,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c7dt03710d,Japan,Kyushu Univ,DALTON TRANSACTIONS,4.569,2017-12-06,22,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c7dt03710d,NaN,NaN,NaN,O,P,Pt,Ti,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsnano.7b05020,Peoples R China,East China Normal Univ,ACS NANO,18.027,2017-10-01,132,NaN,91.0,NaN,"Herein, we propose a heterogeneous bimetallic phosphide/sulfide nanocomposite electrocatalyst of NiFeSP on nickel foam (NiFeSP/NF), which shows superior electrocatalytic activity of low overpotentials of 91 mV at -10 mA cm(-2) for HER and of 240 mV at 50 mA cm(-2) for OER in 1 M KOH solution","Normal,only alkaline.",1,1,0,Fe,Ni,P,S,Si,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
