,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Final_FE,Final_Y,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel
0,10.1016/j.apcatb.2012.08.040,NM 87131 USA,Univ New Mexico,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2012-10-30,74,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apcatb.2012.08.040,NaN,NaN,NaN,N,O,P,None,None,None,None,None,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,10.1016/j.apsusc.2019.05.022,Peoples R China,Hubei Univ Technol,APPLIED SURFACE SCIENCE,7.392,2019-07-24,59,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apsusc.2019.05.022,NaN,NaN,NaN,Au,Cd,N,Nb,Ni,Pt,S,Sc,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c9cy00563c,Peoples R China,Chinese Acad Sci,CATALYSIS SCIENCE & TECHNOLOGY,6.177,2019-06-07,5,NaN,NaN,NaN,Error in finding FE keyword.10.1039/c9cy00563c,NaN,NaN,NaN,Cu,N,O,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acssuschemeng.7b01820,Peoples R China,Changchun Univ Sci & Technol,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,2017-11-01,51,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acssuschemeng.7b01820,NaN,NaN,NaN,C,Co,N,O,P,S,None,None,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/apj.1967,Peoples R China,Yancheng Inst Technol,ASIA-PACIFIC JOURNAL OF CHEMICAL ENGINEERING,1.777,2016-04-27,3,NaN,NaN,NaN,Error in finding FE keyword.10.1002/apj.1967,NaN,NaN,NaN,Ce,Co,N,O,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/cctc.201901875,Peoples R China,Tianjin Univ,CHEMCATCHEM,5.497,2019-12-16,7,NaN,NaN,NaN,Error in finding FE keyword.10.1002/cctc.201901875,NaN,NaN,NaN,C,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jechem.2020.08.066,Peoples R China,Jiangsu Univ,JOURNAL OF ENERGY CHEMISTRY,13.599,2021-05-19,18,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jechem.2020.08.066,NaN,NaN,NaN,Co,Mn,N,O,Zn,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acs.jpcc.9b00117,Estonia,NICPB,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,2019-07-24,15,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acs.jpcc.9b00117,NaN,NaN,NaN,C,N,S,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,10.1039/d0nj04876c,Peoples R China,Zhejiang Normal Univ,NEW JOURNAL OF CHEMISTRY,3.925,2021-02-10,24,NaN,NaN,NaN,Error in finding FE keyword.10.1039/d0nj04876c,NaN,NaN,NaN,C,N,None,None,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c9qm00626e,Peoples R China,Shandong Univ,MATERIALS CHEMISTRY FRONTIERS,8.683,2020-02-01,13,NaN,NaN,NaN,Error in finding FE keyword.10.1039/c9qm00626e,NaN,NaN,NaN,C,Mo,N,None,None,None,None,None,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2017.10.184,Peoples R China,Huazhong Univ Sci & Technol,CHEMICAL ENGINEERING JOURNAL,16.744,2018-12-28,12,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.cej.2017.10.184,NaN,NaN,NaN,N,O,S,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcata.2011.03.020,Peoples R China,Dalian Univ Technol,APPLIED CATALYSIS A-GENERAL,5.723,2011-06-18,28,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apcata.2011.03.020,NaN,NaN,NaN,N,O,Ti,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsestengg.1c00484,IL 60607 USA,Univ Illinois,ACS ES&T ENGINEERING,0.0,2022-06-22,0,init,NaN,"Solar-driven NH3 synthesis has been unexplored in the literature because of low NH3 Faradaic efficiencies and current densities resulting from the lack of a selective, active, and stable electrocatalyst",No Y value found10.1021/acsestengg.1c00484,NaN,NaN,NaN,Li,N,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.1002/anie.201506062,TX 77005 USA,Rice Univ,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2015-11-09,322,NaN,NaN,NaN,Error in finding FE keyword.10.1002/anie.201506062,NaN,NaN,NaN,C,N,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/ppsc.201700404,Peoples R China,Beihang Univ,PARTICLE & PARTICLE SYSTEMS CHARACTERIZATION,3.467,2018-12-28,5,NaN,NaN,NaN,Error in finding FE keyword.10.1002/ppsc.201700404,NaN,NaN,NaN,C,Fe,N,P,V,None,None,None,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2014.03.070,South Korea,Yeungnam Univ,CHEMICAL ENGINEERING JOURNAL,16.744,2014-07-23,69,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.cej.2014.03.070,NaN,NaN,NaN,Ce,Co,Cu,Ni,O,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsami.6b11800,Peoples R China,Guangxi Normal Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,2016-12-14,69,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acsami.6b11800,NaN,NaN,NaN,C,Cu,N,O,Pt,None,None,None,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,10.1016/j.fuel.2016.01.039,Estonia,Univ Tartu,FUEL,8.035,2016-06-01,54,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.fuel.2016.01.039,NaN,NaN,NaN,N,O,Ti,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.1016/j.biortech.2014.07.089,Peoples R China,Zhejiang Univ,BIORESOURCE TECHNOLOGY,11.889,2014-10-01,84,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.biortech.2014.07.089,NaN,NaN,NaN,F,N,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,10.1002/cphc.202200124,Peoples R China,North China Elect Power Univ,CHEMPHYSCHEM,3.52,2022-05-26,0,NaN,NaN,NaN,Error in finding FE keyword.10.1002/cphc.202200124,NaN,NaN,NaN,N,Nb,S,Sn,W,None,None,None,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.1039/d0ta05249c,Peoples R China,Donghua Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2020-08-12,29,NaN,NaN,NaN,Error in finding FE keyword.10.1039/d0ta05249c,NaN,NaN,NaN,Co,N,None,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c4nr06749e,Peoples R China,S China Univ Technol,NANOSCALE,8.307,2015-01-01,33,NaN,NaN,NaN,Error in finding FE keyword.10.1039/c4nr06749e,NaN,NaN,NaN,C,N,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsami.1c23643,Peoples R China,Changzhou Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,2022-06-26,0,init,NaN,The electrocatalytic nitrogen reduction reaction (NRR) to NH3 is limited by low Faradaic efficiency (FE),No Y value found10.1021/acsami.1c23643,NaN,NaN,NaN,N,O,Zr,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsami.1c23643,Peoples R China,Changzhou Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,2022-06-26,0,85.21,52.81,"Accordingly, an extremely high FE of similar to 85.21% has been realized along with a high yield rate of NH3 (similar to 52.81 mu g h(-1) mg(cat)(-1))","Normal, FE value found.",0,0,0,N,O,Zr,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsami.1c23643,Peoples R China,Changzhou Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,2022-06-26,0,init,NaN,"To the best of our knowledge, it is the highest FE that has been achieved in recent years",No Y value found10.1021/acsami.1c23643,NaN,NaN,NaN,N,O,Zr,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2019.12.030,Peoples R China,Henan Normal Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2020-03-04,8,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.ijhydene.2019.12.030,NaN,NaN,NaN,C,Fe,N,None,None,None,None,None,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jelechem.2019.113768,Peoples R China,Dalian Univ Technol,JOURNAL OF ELECTROANALYTICAL CHEMISTRY,4.598,2020-03-09,20,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jelechem.2019.113768,NaN,NaN,NaN,C,Co,N,O,None,None,None,None,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.micromeso.2017.03.001,KS 66047 USA,Univ Kansas,MICROPOROUS AND MESOPOROUS MATERIALS,5.876,2017-06-06,12,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.micromeso.2017.03.001,NaN,NaN,NaN,Mo,N,O,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2021.131115,South Korea,Korea Univ,CHEMICAL ENGINEERING JOURNAL,16.744,2021-11-25,47,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.cej.2021.131115,NaN,NaN,NaN,Co,P,None,None,None,None,None,None,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.carbon.2016.12.083,Peoples R China,Nanjing Univ Sci & Technol,CARBON,11.307,2017-04-01,36,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.carbon.2016.12.083,NaN,NaN,NaN,C,None,None,None,None,None,None,None,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1021/acsnano.0c04284,Peoples R China,City Univ Hong Kong,ACS NANO,18.027,2020-09-10,75,25.44,21.9,"The optimally performing catalyst (MXene/TiFeOx-700) achieved excellent Faradaic efficiency of 25.44% and an NH3 yield rate of 2.19 mu g/cm(2).h (21.9 mu g/mg(cat).h), outperforming all reported MXene-based NRR catalysts","Normal, FE value found.",0,0,0,C,F,Fe,N,Ti,None,None,None,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acscatal.1c04296,England,Univ Salford,ACS CATALYSIS,13.7,2022-03-08,8,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acscatal.1c04296,NaN,NaN,NaN,C,N,None,None,None,None,None,None,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/cssc.201801070,Peoples R China,Shandong Univ Technol,CHEMSUSCHEM,9.14,2018-12-28,49,NaN,NaN,NaN,Error in finding FE keyword.10.1002/cssc.201801070,NaN,NaN,NaN,C,Co,Mg,Mn,O,Pt,None,None,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,10.1021/acsami.8b17283,Peoples R China,Shaanxi Normal Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,2019-01-04,47,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acsami.8b17283,NaN,NaN,NaN,O,P,None,None,None,None,None,None,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.snb.2016.10.113,Peoples R China,Hebei North Univ,SENSORS AND ACTUATORS B-CHEMICAL,9.221,2017-03-31,41,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.snb.2016.10.113,NaN,NaN,NaN,C,He,La,O,P,None,None,None,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/anie.201912733,Peoples R China,Donghua Univ,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2019-11-19,85,init,NaN,"However, the present transition-metal electrocatalysts still suffer from low activity and Faradaic efficiency due to poor interfacial reaction kinetics",No Y value found10.1002/anie.201912733,NaN,NaN,NaN,C,Co,N,O,S,Ti,None,None,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/anie.201912733,Peoples R China,Donghua Univ,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2019-11-19,85,28.6,NaN,"The resulting C@CoS@TiO2 electrocatalyst achieves a high ammonia yield (8.09x10(-10) mol s(-1) cm(-2)) and Faradaic efficiency (28.6 %), as well as long-term durability.",No Y value found10.1002/anie.201912733,0,0,0,C,Co,N,O,S,Ti,None,None,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jcat.2019.05.024,Brazil,Univ Fed Fluminense,JOURNAL OF CATALYSIS,8.047,2019-10-04,28,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jcat.2019.05.024,NaN,NaN,NaN,Al,C,Ni,O,Si,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d2sc00350c,WA 99352 USA,Pacific Northwest Natl Lab,CHEMICAL SCIENCE,9.969,2022-08-27,0,NaN,NaN,NaN,Error in finding FE keyword.10.1039/d2sc00350c,NaN,NaN,NaN,Cu,N,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1177/1747519819855895,Peoples R China,Jiangxi Normal Univ,JOURNAL OF CHEMICAL RESEARCH,1.097,2019-08-27,2,NaN,NaN,NaN,Error in finding FE keyword.10.1177/1747519819855895,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cclet.2021.08.069,Peoples R China,Donghua Univ,CHINESE CHEMICAL LETTERS,8.455,2022-03-17,3,14.9,NaN,"The Pt/TiO2-x NA with excellent mechanical properties can be made into a self-supporting electrode for electrocatalytic N-2 reduction reaction (NRR), showing high NH3 yield rate (4.81 x10(-10) mol/s cm(-2)) and Faraday efficiency (14.9%) at -0.35 V vs",No Y value found10.1016/j.cclet.2021.08.069,0,0,0,C,N,O,Pt,None,None,None,None,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/S0926-3373(96)00092-6,NaN,NaN,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,1997-09-12,279,NaN,NaN,NaN,Error in finding FE keyword.10.1016/S0926-3373(96)00092-6,NaN,NaN,NaN,N,O,Ti,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c8qm00160j,Peoples R China,Chinese Acad Sci,MATERIALS CHEMISTRY FRONTIERS,8.683,2018-12-28,20,NaN,NaN,NaN,Error in finding FE keyword.10.1039/c8qm00160j,NaN,NaN,NaN,C,N,None,None,None,None,None,None,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apsusc.2019.144605,Peoples R China,Nanjing Univ Sci & Technol,APPLIED SURFACE SCIENCE,7.392,2020-03-10,5,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apsusc.2019.144605,NaN,NaN,NaN,C,Fe,O,P,Pt,V,Zn,None,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.biortech.2011.01.025,Peoples R China,Tsinghua Univ,BIORESOURCE TECHNOLOGY,11.889,2011-05-09,49,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.biortech.2011.01.025,NaN,NaN,NaN,C,Fe,P,Pt,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cattod.2011.05.024,Peoples R China,Taiyuan Univ Technol,CATALYSIS TODAY,6.562,2011-11-02,32,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.cattod.2011.05.024,NaN,NaN,NaN,C,Co,N,O,S,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2020.118603,Peoples R China,Cent South Univ,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2020-03-19,55,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apcatb.2020.118603,NaN,NaN,NaN,C,O,P,Zn,None,None,None,None,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.1039/d0an02473b,Peoples R China,Nanjing Tech Univ,ANALYST,5.227,2021-05-10,3,NaN,NaN,NaN,Error in finding FE keyword.10.1039/d0an02473b,NaN,NaN,NaN,C,Co,N,O,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/jacs.9b13996,NV 89577 USA,Univ Nevada,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,2020-06-09,15,NaN,NaN,NaN,Error in finding FE keyword.10.1021/jacs.9b13996,NaN,NaN,NaN,Fe,N,Si,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jelechem.2013.05.013,Peoples R China,Harbin Inst Technol,JOURNAL OF ELECTROANALYTICAL CHEMISTRY,4.598,2013-08-29,30,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jelechem.2013.05.013,NaN,NaN,NaN,C,N,P,V,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,10.1088/1361-6528/ab6471,Peoples R China,Zhejiang Normal Univ,NANOTECHNOLOGY,3.953,2020-03-25,14,NaN,NaN,NaN,Error in finding FE keyword.10.1088/1361-6528/ab6471,NaN,NaN,NaN,C,Co,N,Pt,None,None,None,None,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.1016/S0926-860X(02)00652-X,Italy,CNR,APPLIED CATALYSIS A-GENERAL,5.723,2003-05-30,122,NaN,NaN,NaN,Error in finding FE keyword.10.1016/S0926-860X(02)00652-X,NaN,NaN,NaN,Al,Ba,C,Co,N,O,None,None,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2014.10.071,Peoples R China,S China Univ Technol,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2015-03-04,37,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.ijhydene.2014.10.071,NaN,NaN,NaN,C,Cl,Ni,P,Pt,V,None,None,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,10.1039/c8nj04857f,Peoples R China,Harbin Inst Technol,NEW JOURNAL OF CHEMISTRY,3.925,2019-02-05,48,NaN,NaN,NaN,Error in finding FE keyword.10.1039/c8nj04857f,NaN,NaN,NaN,C,N,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
