Warning_OER,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,OVP,Remark_Sentence,Bug_Note,Ph,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_OER
1,10.1016/j.cej.2022.136961,Peoples R China,Sichuan Normal Univ,CHEMICAL ENGINEERING JOURNAL,16.744,8/6/2022,0,67,"As expected, Ni2P/WS2/Co9S8@C exhibits outstanding oxygen evolution and hydrogen evolution performances with ultralow overpotentials of 204 mV and 67 mV at 10 mA cm(-2) in alkaline media, respectively","Normal,only alkaline.",13,1,1,0,Co,Ni,P,S,W,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1016/j.electacta.2019.03.031,Peoples R China,Hong Kong Polytech Univ,ELECTROCHIMICA ACTA,7.336,4/10/2019,37,145,The as-prepared electrocatalysts exhibit superior overall water splitting behavior in 1 M KOH with low overpotentials of 145 mV and 280 mV at current densities of 10 mA cm(-2) for hydrogen evolution reaction (HER) and oxygen evolution reaction (OER) respe,"Normal,only alkaline.",13,1,1,0,C,F,Ni,O,P,Ru,Se,None,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1016/j.jcis.2022.02.066,Peoples R China,Northwest Normal Univ,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,5/18/2022,1,166,"By virtue of their unique architecture and particular composition, the obtained CoP@NCNFs reveal extraordinary performance with ultralow overpotentials and small Tafel slopes for both OER (291 mV at 10 mA cm(-2); 75 mV dec(-1)) and HER (166 mV at 10 mA cm","Normal,only alkaline.",13,1,1,0,C,Co,P,None,None,None,None,None,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1016/j.jpowsour.2021.230657,Peoples R China,Guangxi Univ,JOURNAL OF POWER SOURCES,9.794,11/14/2021,0,55,"Especially, it delivers the overpotential of 53 mV, 55 mV and 92 mV at 10 mA cm-2 in acidic, alkaline and neutral media, respectively","Normal,acid, alkaline and neutral.",13,0,0,0,Ni,Co,P,None,None,None,None,None,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,10.1016/j.apsusc.2021.149297,Peoples R China,Xinjiang Univ,APPLIED SURFACE SCIENCE,7.392,4/1/2021,25,186,"Benefiting from the bimetal synergy effect and the hierarchical structure, the obtained bifunctional electrocatalyst NiFeP@N-CS exhibits high electrocatalytic performance for HER and OER (186 mV and 216 mV at 10 mA cm(-2)) in 1.0 M KOH","Normal,only alkaline.",13,1,1,0,C,Fe,N,Ni,P,S,None,None,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/adsu.202000122,Peoples R China,Tianjin Normal Univ,ADVANCED SUSTAINABLE SYSTEMS,6.737,8/4/2020,13,34,"As a result, NiCo-CeO2/GP exhibits an outstanding HER catalytic activity with low overpotentials of 34 mV at 10 mA cm(-2) and 140 mV at 500 mA cm(-2), as well as remarkable durability in alkaline media","Normal,only alkaline.",13,0,1,0,C,Ce,Co,Cu,Fe,Ni,O,Ru,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1021/acs.energyfuels.2c00382,Peoples R China,Qiqihar Univ,ENERGY & FUELS,4.654,6/3/2022,1,99,"The self-supporting NiCo-4-P/NF catalyst proved to be an excellent hydrogen evolution reaction (HER) catalyst in 1 M KOH with a low overpotential of 99 mV at a current density of 10 mA cm-2 , a Tafel slope of 47 mV dec-1 , and a good long-term stability f","Normal,only alkaline.",13,0,0,0,Ni,Co,P,None,None,None,None,None,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2019.04.235,Peoples R China,Jiangsu Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,7/16/2019,23,157,"To achieve a current density of 10 mA cm(-2), only overpotential of 50 mV, 157 mV and 202 mV were needed in acidic (0.5 M H2SO4), alkaline (1 M KOH), and neutral solutions","Normal,acid, alkaline and neutral.",13,1,0,0,C,Co,Fe,None,None,None,None,None,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,10.1021/acsami.9b09112,France,Univ Valenciennes,ACS APPLIED MATERIALS & INTERFACES,10.383,9/23/2019,41,78,"The CoO/N-MoS2/CF delivered a current density of 10 mA/cm(2) at an overpotential of only 78 mV for the HER and a current density of 50 mA/cm(2) at 458 mV for the OER in 1.0 M KOH, performing better than many noble metal-free electrocatalysts","Normal,only alkaline.",13,1,1,0,C,Co,Mo,N,O,S,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
1,10.1002/aenm.202001963,Peoples R China,Fudan Univ,ADVANCED ENERGY MATERIALS,29.698,10/6/2020,110,72,"The developed Fe0.9Ni2.1S2 @ NF requires overpotentials of only 72 mV at 10 mA cm(-2)for HER and 252 mV at 100 mA cm(-2)for OER in 1.0mKOH, respectively, enabling an alkaline electrolyzer at a low cell voltage of 1.51 V to drive 10 mA cm(-2)for overall wa","Normal,only alkaline.",13,1,1,1,Fe,Na,Ni,S,None,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,10.1039/d2ta01699k,Peoples R China,Wuhan Univ Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,6/11/2022,0,22,"Due to the synergic effect and the advantageous structure and composition, such a multiple-nanocomponent catalyst merely requires 22 and 48 mV overpotentials at a current density of 10 mA cm(-2) for the hydrogen evolution reaction (HER) in 1 M KOH and 0.5","Normal,acid and alkaline.",13,0,0,0,C,Ru,None,None,None,None,None,None,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1002/celc.201901767,Peoples R China,Nankai Univ,CHEMELECTROCHEM,4.782,12/18/2019,10,233,"The NMC obtained at 600 degrees C behave as durable, efficient oxygen and hydrogen evolution electrodes with overpotentials of 350 mV and 233 mV respectively at 10 mA cm(-2) in 1.0 M KOH","Normal,only alkaline.",13,1,1,0,C,Ni,Mo,S,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/acsaem.9b00599,Peoples R China,Ocean Univ China,ACS APPLIED ENERGY MATERIALS,6.959,6/14/2019,53,46,"PF-NiCoP/NF demonstrates high activity and long-term durability in alkaline media (1 M KOH) and real seawater, reaching the current density of 10 mA cm(-2) at overpotentials of 46 and 287 mV, respectively","Normal,only alkaline.",13,1,1,1,Co,Ni,P,None,None,None,None,None,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1016/j.electacta.2021.138409,Peoples R China,Univ Chinese Acad Sci,ELECTROCHIMICA ACTA,7.336,6/27/2021,1,280,"Due to the unique core-shell structure, the HER catalytic performance of am-WPO@WTe2 has been greatly enhanced, delivering a low overpotential of 220 mV and 280 mV at the current density of 10 mA/cm(2) in acidic and alkaline electrolytes, respectively, wi","Normal,acid and alkaline.",13,1,0,0,O,P,Te,W,None,None,None,None,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2021.07.156,Peoples R China,China Univ Petr,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,11/17/2021,2,85,"The optimized P-CoS2/MoS2/MoO2 exhibits an outstanding HER performance with an overpotential of 85 mV to reach 10 mA cm(-2), a small Tafel slope of 84.6 mV dec(-1), superior intrinsic HER activity and robust durability under alkaline solution","Normal,only alkaline.",13,0,0,0,Mo,P,None,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,10.1039/c5ta04723d,Peoples R China,Chinese Acad Sci,JOURNAL OF MATERIALS CHEMISTRY A,14.511,1/1/2015,191,92,"Coupled with its superior catalytic performance for hydrogen evolution with 10mA cm(-2) at an overpotential of 92 mV, we made an alkaline electrolyzer using this bifunctional electrode with 10 mA cm(-2) at a cell voltage of 1.64 V.","Normal,only alkaline.",13,0,0,0,Mo,Ni,Ti,None,None,None,None,None,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,10.1016/j.apcatb.2020.119463,Peoples R China,Sun Yat Sen Univ,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,12/8/2020,38,84,"The coupled effects between the Co NPs and N-doped carbon of Co/N-C hybrids can facilitate water adsorption, activation and dissociation, and the Co/N-C hybrid electrocatalysts exhibit the superior catalytic activity with a low overpotential of only simil","Normal,only alkaline.",13,0,0,0,C,Co,None,None,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d1nr03380h,Peoples R China,Shaanxi Univ Sci & Technol,NANOSCALE,8.307,11/2/2021,2,83,"When functioning as a cathodic catalyst for water splitting, the Fe2P@Fe3C/CNT catalyst needs an ultralow overpotential of 83 mV to deliver a current density of 10 mA cm(-2), shows a small Tafel slope of 53 mV dec(-1) and ensures long-term stability for o","Normal,only alkaline.",13,0,0,0,C,Fe,P,None,None,None,None,None,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,10.1039/d2na00376g,Peoples R China,Donghua Univ,NANOSCALE ADVANCES,5.598,8/10/2022,0,94,"The prepared heterostructure displays an ultralow overpotential of 94 mV at a current density of 10 mA cm(-2) with a Tafel slope of only 59 mV dec(-1) in alkaline (1 M KOH) hydrogen evolution reaction (HER), and is better than conventional MoS2 electrocat","Normal,only alkaline.",13,0,0,1,Mo,S,None,None,None,None,None,None,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c9ta11779b,Peoples R China,Chongqing Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,4/9/2020,12,48,"The binder-free FeOx coated Cu3P@Cu was fabricated as the catalyst for HER in 1 M KOH, which demonstrated a quite low overpotential of 48 mV at 10 mA cm(-2) and was even better than that of Pt/C catalyst at a large current density","Normal,only alkaline.",13,0,0,0,Cu,P,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c9ta12714c,Peoples R China,Chinese Acad Sci,JOURNAL OF MATERIALS CHEMISTRY A,14.511,5/7/2020,26,51,"The Mo2C/MoSe2/Mo electrode exhibits outstanding activity for the hydrogen evolution reaction (HER) with a low overpotential of 51 mV at 10 mA cm(-2) in 1 M KOH, significantly outperforming the performances of its MoSe2 and Mo2C counterparts and most repo","Normal,only alkaline.",13,0,1,1,C,Mo,Se,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1002/adfm.202004375,Peoples R China,Soochow Univ,ADVANCED FUNCTIONAL MATERIALS,19.924,9/18/2020,50,54,"As a result of this, D-IrTe(2)HNSs present a very low HER overpotential of 54 mV at a current density of 10 mA cm(-2)in 1.0mKOH","Normal,only alkaline.",13,0,0,0,Ir,Te,None,None,None,None,None,None,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,10.1016/j.electacta.2019.06.067,Peoples R China,Sichuan Univ,ELECTROCHIMICA ACTA,7.336,8/26/2019,22,125,"Thanks to the improved specific surface area and the conductivity, the optimized core-shell CuO@Ni/NiFe hydroxides nanowire array exhibit impressive OER performance as well as HER activity in 1 M KOH which delivers a current density of 10 mA cm(-2) at an ","Normal,only alkaline.",13,1,1,0,Cu,Ni,O,None,None,None,None,None,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.electacta.2020.136059,Peoples R China,Shandong Univ,ELECTROCHIMICA ACTA,7.336,4/23/2020,7,125,"The assynthesized tandem N-MoP nanocrystals exhibited remarkable HER activity, with overpotentials of 125 and 175 mV at a cathodic current density of 10 mA cm(-2) and corresponding Tafel slopes of 69 mV dec(-1) in alkaline and acidic conditions","Normal,acid and alkaline.",13,0,0,0,Mo,N,O,P,None,None,None,None,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1016/j.apsusc.2021.150754,Peoples R China,Yanshan Univ,APPLIED SURFACE SCIENCE,7.392,9/6/2021,4,144,"As a result, after turned the ratio of Sn and Mo2C into 1:3, the Sn/Mo2C-CNIFs showed a superior HER performance with an overpotential of 144 mV in the current density of 10 mA.cm(-2) in alkaline medium, the Tafel slope of 49.8 mV.dec(-1), and operated st","Normal,only alkaline.",13,0,1,0,C,Mo,Sn,None,None,None,None,None,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,10.1016/j.apsusc.2020.148518,Peoples R China,North Univ China,APPLIED SURFACE SCIENCE,7.392,3/31/2021,10,44,"The as-prepared Ru-CoMo/CFP composite exhibits a current density of 10 mA.cm(-2) at overpotentials of 44 and 237 mV for catalyzing hydrogen and oxygen evolution reaction (HER/ OER) in alkaline medium, respectively","Normal,only alkaline.",13,1,1,0,C,Co,F,Mo,O,P,Ru,None,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,10.1039/d1ta04713b,Peoples R China,Dalian Univ Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,10/2/2021,8,108,"Thanks to the unique hierarchical structure, CoP-MnP synergism, and superhydrophilicity and superaerophobicity of the CoMnP/Ni2P/NF arrays, the optimized CoMnP/Ni2P/NF shows high activity for the hydrogen evolution reaction (HER) and oxygen evolution reac","Normal,acid and alkaline.",13,1,1,0,Ni,Co,Mn,P,None,None,None,None,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,10.1002/advs.201800949,Peoples R China,Sun Yat Sen Univ,ADVANCED SCIENCE,17.521,12/28/2018,238,78,"In addition, the Fe-CoP/NF can also function as a highly active electrocatalyst for hydrogen evolution reaction with a low overpotential of 78 mV at 10 mA cm(-2) current density in alkaline solution","Normal,only alkaline.",13,0,0,0,Co,Fe,P,None,None,None,None,None,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.ijhydene.2019.08.127,Peoples R China,Nanjing Normal Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,11/21/2019,22,148,"As a consequence, the resultant NiS/NiS2@N-rGO catalyst exhibits a superior HER performance with an overpotential of 148 mV to deliver a current density of 10 mA cm(-2) in 1.0 M KOH solution","Normal,only alkaline.",13,0,0,0,C,Ni,S,None,None,None,None,None,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,10.1007/s10008-021-04929-7,Peoples R China,Zhengzhou Univ Light Ind,JOURNAL OF SOLID STATE ELECTROCHEMISTRY,2.747,4/6/2021,6,89,"Notably, the Co-Ni-P/CFP flexible electrode exhibited superior catalytic performance for both hydrogen and oxygen evolution reactions in alkaline media, which could achieve 10 mA/cm(2) current density with overpotential of 89 mV for HER and 320 mV for OER","Normal,only alkaline.",13,1,1,0,C,F,P,Co,Ni,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,10.1016/j.jcis.2022.06.051,Peoples R China,Xian Univ Architecture & Technol,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,8/11/2022,0,146,"As an electrocatalyst for HER, the optimized Co-WS2/P-WO2.9 exhibits a low overpotential at 10 mA cm(-2) of 146 and 120 mV with small Tafel slopes of 86 and 74 mV dec(-1) in alkaline and acidic electrolyte, respectively","Normal,acid and alkaline.",13,0,1,0,Cl,S,W,P,Co,O,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d1dt04163k,Peoples R China,North Univ China,DALTON TRANSACTIONS,4.569,2/25/2022,1,121,"CuO/Cu2O@C-10 has remarkable catalytic activity for HER with an overpotential of 121 mV at a current density of 10 mA cm(-2) and a Tafel slope of 81.58 mV dec(-1), along with excellent stability in alkaline media under optimal conditions","Normal,only alkaline.",13,0,0,0,C,O,Cu,None,None,None,None,None,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,10.1016/j.ijhydene.2021.04.069,Peoples R China,Beijing Univ Chem Technol,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,6/23/2021,3,8,"In case of hydrogen evolution from alkaline water, it also exhibits a remarkably improved electrocatalytic activity than a commercial Pt/C, with an ultra-low overpotential of 8 mV (at 10 mA cm(-2))","Normal,only alkaline.",13,0,0,0,Au,C,Ir,O,Pd,Rh,Ru,None,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1021/acsami.5b12143,Peoples R China,China West Normal Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,2/24/2016,207,96,Electrochemical experiments show this electrode affords 10 mA cm(-2) at HER overpotential of 96 mV and 20 mA cm(-2) at OER overpotential of 295 mV with strong durability in 1.0 M KOH,"Normal,only alkaline.",13,1,1,0,Ti,Ni,Se,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,10.1021/acs.inorgchem.1c00247,Peoples R China,Shandong Univ,INORGANIC CHEMISTRY,5.436,4/3/2021,2,38,"Especially in the presence of palladium, owing to the synergistic effect, the quaternary AuHgPdPt hollow nanoalloy displayed a low overpotential of 38 mV at 10 mA cm(-2) with a small Tafel slope of 56.23 mV dec(-1) for the alkaline hydrogen evolution reac","Normal,only alkaline.",13,0,0,0,Au,Hg,Pd,Pt,None,None,None,None,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.jpowsour.2020.229151,Peoples R China,Changshu Inst Technol,JOURNAL OF POWER SOURCES,9.794,1/21/2021,9,40,"For alkaline HER, the optimal electrocatalyst delivers the superior activity with a small overpotential of 40 mV at 10 mA cm-2 and low Tafel slope of 48 mV dec1","Normal,only alkaline.",13,0,1,0,Co,N,Ni,O,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1016/j.jpowsour.2019.03.084,Peoples R China,Chinese Acad Sci,JOURNAL OF POWER SOURCES,9.794,5/15/2019,38,63,"The optimal sample exhibits superior hydrogen and oxygen evolution reaction activities with low overpotentials of 63 and 185 mV at 10 mA cm(-2) and small Tafel slopes of 59 and 47 mV dec(-1) in 1 M KOH, respectively","Normal,only alkaline.",13,1,1,0,Fe,Ni,P,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.3390/catal11121525,Italy,Univ Roma Tor Vergata,CATALYSTS,4.501,1/7/2022,2,478,"In addition, Fe-N-C had also a good HER activity, with an overpotential of 478 mV @10 mAcm(-2) and Tafel slope of 133 mVdec(-1), demonstrating its activity as bifunctional catalyst in energy conversion and storage devices, such as alkaline microbial fuel ","Normal,only alkaline.",13,1,0,0,C,N,Fe,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,10.1021/acsami.5b10724,MO 64110 USA,Univ Missouri,ACS APPLIED MATERIALS & INTERFACES,10.383,2/10/2016,108,155,"An OER current density of 10 mA cm(-2) is obtained with the NixCo3-xO4 nanowires under an overpotential of 337 mV in 1.0 M KOH, and an HER current density of 10 mA cm(-2) is obtained with the NiCo/NiCoOx heteronanostructures at an overpotential of 155 mV","Normal,only alkaline.",13,1,1,0,Ni,Co,O,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1039/d0ta03475d,Italy,Ist Italiano Tecnol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,6/18/2020,7,23,This makes the Cu-Ru/Ti electrode one of the most active (-10 mA cm(2) of HER current at only -23 mV overpotential) and stable electrocatalysts (no activity degradation for 100 h at -0.2 V) reported to date for the alkaline hydrogen evolution reaction.,"Normal,only alkaline.",13,0,0,0,C,Cu,Ru,Ti,None,None,None,None,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,10.1016/j.nanoen.2019.104023,Peoples R China,Zhengzhou Univ,NANO ENERGY,19.069,11/28/2019,99,29,"Ru@SC-CDs possesses excellent HER activity with a low overpotential of 10 mA cm(-2) (59 mV in 0.5 M H2SO4, 66 mV in 1M PBS and 29 mV in 1M KOH), superior to the most noble metals, non-noble metals and non-metallic catalysts and comparable to current comme","Normal,acid, alkaline and neutral.",13,0,0,0,C,Ru,S,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,10.1039/c5nr07170d,Peoples R China,China West Normal Univ,NANOSCALE,8.307,1/1/2016,309,64,This Co0.13Ni0.87Se2/Ti catalytic electrode delivers 10 mA cm(-2) at an overpotential of 64 mV for HER and 100 mA cm(-2) at an overpotential of 320 mV for OER in 1.0 M KOH,"Normal,only alkaline.",13,1,1,0,Co,Ni,Se,Ti,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
