TEST,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Acid_HWP,Alkaline_HWP,Neutral_HWP,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_Onset
0,10.1039/c9sc01154d,Peoples R China,Univ Sci & Technol China,CHEMICAL SCIENCE,9.969,10/4/2019,26,0.8,NaN,NaN,"The prepared catalyst therefore exhibits a remarkable ORR activity in both half-cells (half-wave potential of 0.80 V in 0.5 M H2SO4) and H-2-air PEMFCs (442 mA cm(-2) at a working voltage of 0.6 V), making it among the best non-PGM catalysts for PEMFCs.","Normal,only acid.",0,1,0,C,Fe,N,None,None,None,None,None,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jcis.2021.03.081,South Korea,Dongguk Univ,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,5/18/2021,4,0.76,0.905,NaN,The optimized catalyst delivered a remarkable ORR activity with a half-wave potential (E1/2) of 0.905 VRHE in alkaline electrolyte surpassing the benchmark Pt catalyst by 55 mV,"Normal,only alkaline.",0,0,0,C,N,Fe,None,None,None,None,None,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s10853-017-1603-7,Peoples R China,Hubei Univ,JOURNAL OF MATERIALS SCIENCE,4.682,12/28/2018,6,0.775,NaN,NaN,"While for the second method, the obtained catalyst with loading 30% Fe3O4 on CoSe2 (C30b) exhibits the highest oxygen reduction reaction activity, with an onset potential of 0.775 V, a half-wave potential of 0.600 V, and Tafel slope of 65 mV decade(-1) in O-2-saturated 0.5 M H2SO4","Normal,only acid.",0,1,0,Co,Fe,O,Se,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,10.1002/anie.201810175,Peoples R China,Yanshan Univ,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,3/11/2019,335,0.796,0.861,NaN,"As a result, the Zn/CoN-C catalyst exhibits outstanding ORR performance in both alkaline and acid conditions with a half-wave potential of 0.861 and 0.796 V respectively","Normal,acid and alkaline.",0,0,0,C,Co,N,Zn,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/aenm.202100219,New Zealand,Univ Auckland,ADVANCED ENERGY MATERIALS,29.698,3/25/2021,58,0.832,NaN,NaN,The Fe/NC-NaCl electrocatalyst exhibits outstanding ORR performance with a high half-wave potential of 0.832 V (vs reversible hydrogen electrode) in 0.1 m HClO4,"Normal,only acid.",0,0,0,C,Fe,N,Na,Cl,None,None,None,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s11581-019-03427-1,Peoples R China,Harbin Inst Technol,IONICS,2.961,3/27/2020,8,0.906,NaN,NaN,"The optimized Pt/KB catalyst exhibits an enhanced activity (i.e., a half-wave potential of 0.906 V) and stability in the acidic media, even with lower loading of platinum","Normal,only acid.",0,0,0,Pt,C,None,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1016/j.nanoen.2021.106221,Peoples R China,Wuhan Univ Technol,NANO ENERGY,19.069,10/10/2021,38,0.917,NaN,NaN,"Under acidic conditions, its half-wave potential (0.917 V) is superior to com-mercial Pt/C (0.868 V), and the mass activity (0.48 A per mgPt) at 0.9 V is 3 times that of Pt/C (0.16 A per mgPt), surpassing the U.S","Normal,only acid.",0,1,0,C,Co,N,Pt,None,None,None,None,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cclet.2020.04.040,Peoples R China,Tianjin Univ Technol,CHINESE CHEMICAL LETTERS,8.455,4/29/2021,20,0.78,NaN,NaN,"Particularly, it shows promising ORR performance with a half-wave potential of 0.78 V versus reversible hydrogen electrode and negligible activity attenuation after 5000 potential cycles in acidic electrolyte","Normal,only acid.",0,0,0,C,Co,N,None,None,None,None,None,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/jacs.2c00719,Peoples R China,Nanjing Univ Aeronaut & Astronaut,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,7/6/2022,4,0.83,NaN,NaN,The SA-Fe-NGM is found to deliver a superior oxygen reduction reaction (ORR) activity in acidic media (half-wave potential = 0.83 V vs RHE) and a high power density of 634 mW cm(-2) in the H-2/O-2 fuel cell test,"Normal,only acid.",0,0,0,C,Fe,N,None,None,None,None,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c7cy01290j,Peoples R China,Beijing Univ Chem Technol,CATALYSIS SCIENCE & TECHNOLOGY,6.177,9/21/2017,25,0.73,0.848,NaN,"In an alkaline electrolyte, the Fe-N-C electrocatalyst exhibited a remarkable ORR activity with a high onset potential of 0.942 V and a half-wave potential of 0.848 V, which were 9 mV and 12 mV more positive than those of the commercial Pt/C, respectively, while its half-wave potential was 0.73 V, only 60 mV less than that of Pt/C in an acidic electrolyte","Normal,acid and alkaline.",0,1,0,C,Fe,N,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/acsanm.0c02774,Iran,Tarbiat Modares Univ TMU,ACS APPLIED NANO MATERIALS,6.14,3/19/2021,17,0.8,0.92,NaN,"Under acidic conditions, the half-wave potential (E-1/2 = 0.770 V-RHE) of Fe-bNCNT/NC-900 is comparable to commercial Pt/C (E-1/2 = 0.800 V-RHE)","Normal,only acid.",0,1,0,C,Fe,N,None,None,None,None,None,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/anie.201914123,Peoples R China,Yunnan Univ,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2/4/2020,217,0.8,NaN,NaN,"The optimal catalyst FeN4/HOPC-c-1000 shows excellent performance with a half-wave potential of 0.80 V in 0.5 m H2SO4 solution, only 20 mV lower than that of commercial Pt/C (0.82 V)","Normal,only acid.",0,1,0,C,Fe,N,O,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsami.6b03546,South Korea,UNIST,ACS APPLIED MATERIALS & INTERFACES,10.383,7/27/2016,29,0.83,0.86,NaN,"Catalyst ThG/CNT/Co-cov exhibits onset/halfwave potentials of 0.95/0.86 V in 0.1 M KOH and 0.92/0.83 V in 0.1 M HClO4, which are comparable to those of commercial catalyst Pt/C (0.95/0.86 V)","Normal,acid and alkaline.",0,1,0,C,Co,N,S,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2022.135721,Peoples R China,Guangxi Univ,CHEMICAL ENGINEERING JOURNAL,16.744,4/29/2022,2,0.8,0.9,NaN,"The Fe-N-C prepared by TPTZ and DAN with the molar ratio of 1:1 shows excellent ORR activity and durability, whose initial half-wave potential is 0.90 V in 0.1 M KOH and 0.80 V in 0.5 M H2SO4 respectively, after 10 K cycles, the potential is only 14 mV loss in 0.1 M KOH and 20 mV decay in 0.5 M H2SO4","Normal,acid and alkaline.",0,0,1,C,Cl,Fe,N,Na,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.mcat.2021.111878,Peoples R China,Shenzhen Univ,MOLECULAR CATALYSIS,5.089,9/25/2021,9,0.78,0.87,NaN,"The F, N co-doped carbon (FNC) performs similar to precious electrocatalysts in terms of onset (0.98 V) and half-wave (0.87 V) potentials under alkaline medium and half-wave potential of 0.78 V vs RHE was observed in acidic medium","Normal,acid and alkaline.",0,1,0,C,F,N,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/aenm.201803771,Peoples R China,Huazhong Univ Sci & Technol,ADVANCED ENERGY MATERIALS,29.698,6/25/2019,83,0.951,NaN,NaN,"As a result, the best-performing carbon supported L1(0)-PtNi0.8Co0.2 catalyst reveals a half-wave potential (E-1/2) of 0.951 V versus reversible hydrogen electrode in 0.1 m HClO4 with 23-times enhancement in mass activity over the commercial Pt/C catalyst along with much improved stability","Normal,only acid.",0,0,0,C,Co,Ni,Pt,None,None,None,None,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,10.1002/slct.202200044,Peoples R China,Henan Normal Univ,CHEMISTRYSELECT,2.307,3/17/2022,2,0.77,0.85,0.76,"The special structure endows the catalyst with excellent ORR half-wave potential (E-1/2) of 0.85 V, 0.77 V and 0.76 V in the alkaline, acidic and neutral media, respectively, which are compatible with those of commercial Pt/C","Normal,acid, alkaline and neutral.",0,0,0,C,N,S,None,None,None,None,None,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s12274-019-2415-7,Peoples R China,Chinese Acad Sci,NANO RESEARCH,10.269,7/16/2019,63,0.803,NaN,NaN,"The best-performing Fe-N-C/HPC-NH(3)catalyst exhibits a superior ORR activity with an onset (E-0) and half-wave (E-1/2) potential of 0.945 and 0.803 V (RHE), respectively, which is comparable to those of the commercial Pt/C in acidic media","Normal,only acid.",0,1,0,Fe,N,C,None,None,None,None,None,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,10.1002/anie.201804958,Peoples R China,Beijing Univ Chem Technol,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,12/28/2018,363,0.81,0.89,NaN,"These SA-Fe-HPC catalysts are comparable to the commercial Pt/C electrode even in acidic electrolytes for oxygen reduction reaction (ORR) in terms of the ORR activity (E-1/2=0.81V), but have better long-term electrochemical stability (7mV negative shift after 3000potential cycles) and fuel selectivity","Normal,only acid.",0,0,0,C,Fe,N,None,None,None,None,None,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/cctc.201800771,Peoples R China,Chinese Acad Sci,CHEMCATCHEM,5.497,12/28/2018,12,0.76,NaN,NaN,"The structural characteristics led to increased exposed active sites, which may be responsible for the dramatically improved activity of the final S-doped FeNC catalyst with elevated half-wave potentials in both acid (0.76V vs","Normal,only acid.",0,0,0,C,Fe,N,S,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.fuel.2020.119163,Peoples R China,China Univ Min & Technol,FUEL,8.035,1/15/2021,8,0.64,0.84,0.65,"The optimal metal-free CPNC electrocatalyst owns onset potentials of 0.97, 0.80 and 0.87 V, half-wave potentials of 0.84, 0.64 and 0.65 V, limiting current densities of 4.96, 4.60 and 4.90 mA cm(-2), electron-transfer numbers of 3.93, 3.92 and 3.91, together with fine current stability and methanol tolerance, in 0.1 M KOH, 0.5 M H2SO4 and 0.1 M phosphate buffer solution (pH = 7.0), respectively","Normal,acid, alkaline and neutral.",1,1,0,C,N,None,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1002/adma.201804504,Peoples R China,Zhengzhou Univ,ADVANCED MATERIALS,32.086,12/28/2018,182,0.821,NaN,NaN,"In addition to outstanding activity in basic media, FeNC-S-FexC/Fe exhibits improved ORR activity and durability in acidic media; its half-wave potential of 0.821 V outperforms the commercial Pt/C catalyst (20%), and its activity does not decay even after 10 000 cycles","Normal,only acid.",0,0,0,C,Fe,N,S,None,None,None,None,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c8ra00602d,Peoples R China,Guangdong Univ Petrochem Technol,RSC ADVANCES,4.036,5/24/2018,6,0.79,NaN,NaN,The newly multi-component Co3W3C/NPG catalysts presented a high on-set potential of 0.92 V and little decreased half-wave potential of 5 mV after 8000 cycles in the O-2-saturated 0.1 M HClO4 electrolyte,"Normal,only acid.",0,0,0,C,Co,N,W,P,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1016/j.apcatb.2022.121464,Peoples R China,Qingdao Univ Sci & Technol,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,5/30/2022,1,0.8,0.91,NaN,FeSAs@NCTCs exhibits encouraging ORR performance with a half-wave potential of 0.91 V in 0.1 M KOH and 0.80 V in 0.1 M HClO4,"Normal,acid and alkaline.",0,0,0,C,Fe,N,None,None,None,None,None,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s12274-020-2702-3,Peoples R China,Wuhan Univ Technol,NANO RESEARCH,10.269,3/10/2020,44,0.74,0.88,NaN,"The obtained Fe-N-P co-doped coral-like carbon nanotube arrays encapsulated Fe2P catalyst (C-ZIF/LFP) shows very high half-wave potential of 0.88 V in alkaline electrolytes toward ORR, superior to Pt/C (0.85 V), and also presents a high half-wave potential of 0.74 V in acidic electrolytes, comparable to Pt/C (0.8 V)","Normal,acid and alkaline.",0,1,0,C,Fe,N,P,Li,None,None,None,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d2ta02764j,Peoples R China,Taiyuan Univ Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,6/14/2022,2,0.791,0.913,NaN,"Impressively, the Ce-Fe/NC catalyst shows outstanding ORR half-wave potentials in pH universal electrolytes (0.913 V in alkaline and 0.791 V in acidic electrolytes), as well as good durability","Normal,acid and alkaline.",0,0,0,Ce,Fe,N,C,None,None,None,None,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1021/acsami.9b20007,CA 95064 USA,Univ Calif Santa Cruz,ACS APPLIED MATERIALS & INTERFACES,10.383,4/29/2020,28,0.785,NaN,NaN,"The obtained Fe@S,N-DC nanocomposite showed a remarkable electrocatalytic activity toward ORR in acidic media, with a half-wave potential (E-1/2) of +0.785 V versus reversible hydrogen electrode, which was 80 mV more positive than that of the sulfur-free counterpart (Fe@N-DC)","Normal,only acid.",0,0,0,C,Fe,N,S,None,None,None,None,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,10.1021/acs.inorgchem.0c02420,Peoples R China,Henan Univ,INORGANIC CHEMISTRY,5.436,1/15/2021,5,0.81,0.9,NaN,"Taking Fe-N-x/C as a model oxygen reduction reaction (ORR) electrocatalyst, it shows the ORR half-wave potentials of 0.90 and 0.81 V vs RHE in alkaline and acidic electrolytes, respectively.","Normal,acid and alkaline.",0,0,0,C,Fe,Mn,N,Ni,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2020.127124,Peoples R China,Shanghai Jiao Tong Univ,CHEMICAL ENGINEERING JOURNAL,16.744,1/11/2021,27,0.64,0.9,NaN,It shows a very positive onset potential of 0.98 V and a half-wave potential of 0.90 V in 0.1 M KOH solution (E-onset = 0.78 V and E-1/2 = 0.64 V in 3.5% NaCl solution) towards ORR,"Normal,only alkaline.",0,1,0,Fe,C,Co,None,None,None,None,None,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.electacta.2021.138107,Peoples R China,China Univ Petr East China,ELECTROCHIMICA ACTA,7.336,4/27/2021,12,0.72,NaN,NaN,"The S-POP exhibits a superior ORR performance with onset potential of 0.82 V and half-wave potential of 0.72 V, achieving one of the best results among metal-free polymer-based ORR catalysts in acidic conditions, the high ORR activity of S-POP is attributed to the exposure of active sites under the test environment","Normal,only acid.",0,1,0,N,S,C,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.jpowsour.2021.230819,Estonia,Univ Tartu,JOURNAL OF POWER SOURCES,9.794,1/21/2022,11,0.76,NaN,NaN,"The Fe-N-C catalysts exhibit good oxygen reduction reaction (ORR) activity in 0.5 M H2SO4 electrolyte with high half-wave potential and sustainable electrochemical stability over 10,000 repeated potential cycles with insignificant losses in their activities","Normal,only acid.",1,0,0,C,Fe,N,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c8ta02391c,India,PSG Inst Adv Studies,JOURNAL OF MATERIALS CHEMISTRY A,14.511,12/28/2018,34,0.91,NaN,NaN,"Pt/MPCNFs exhibited outstanding electrocatalytic performance towards the oxygen reduction reaction (ORR) with a positively shifted onset potential (54 mV), half-wave potential (78 mV) and high limiting current density (4.75 mA cm(-2) at 0.4 V) compared to state-of-the-art Pt/C electrocatalysts in acidic medium and they exhibited superior long-term stability (89.8% retention after 30000 s and less change in activity after 10000 potential sweeps)","Normal,only acid.",1,0,0,C,N,Pt,O,None,None,None,None,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,10.1149/2.0961814jes,Estonia,Univ Tartu,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,4.386,12/28/2018,9,0.7,NaN,NaN,"The electrochemical characterization showed that both of the synthesized Co-N/C catalysts have a high ORR activity in acidic media, displaying a half-wave potential of 0.70 V vs RHE","Normal,only acid.",0,0,0,C,Co,N,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1002/er.6527,Peoples R China,Dongguan Univ Technol,INTERNATIONAL JOURNAL OF ENERGY RESEARCH,4.672,3/10/2021,5,0.66,0.96,NaN,"The optimal L1221-900 respectively exhibits a high selectivity 4e(-) ORR route with high half-wave potential of 0.960 and 0.660 V in alkaline and acid medium, which is proximate to commercial Pt/C","Normal,acid and alkaline.",0,0,0,C,Ca,Cl,Fe,N,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1039/d1ta05189j,Peoples R China,North China Elect Power Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,9/9/2021,2,0.86,NaN,NaN,"As expected, Pt5Ni36/CNFs delivered superior oxygen reduction reaction (ORR) catalytic performance with a half-wave potential of 0.86 V, which is 30 mV superior to that of commercial Pt/C (20% of Pt) in an acidic solution","Normal,only acid.",0,0,0,C,Ni,Pt,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1039/d0ta02334e,Peoples R China,Wuhan Univ Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,6/11/2020,34,0.791,0.923,NaN,"As a result, it leads to an enhanced oxygen reduction performance with ultrahigh half-wave potentials of 0.923 V and 0.791 V in alkaline and acidic electrolytes, respectively","Normal,acid and alkaline.",0,0,0,C,P,Zn,Fe,N,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.carbon.2017.02.046,Peoples R China,East China Normal Univ,CARBON,11.307,4/26/2017,32,0.68,0.8,NaN,"It exhibited the ORR half wave potential of 0.80 V in 0.1 M KOH and 0.68 V in 0.1 M HClO4, close to commercial 20 wt % Pt/C but with superior stability in both media","Normal,acid and alkaline.",0,0,0,C,Fe,N,None,None,None,None,None,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,10.1021/acsami.1c03477,Peoples R China,Shenzhen Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,6/16/2021,24,0.83,0.9,NaN,"It is found that their unique structure, with dual-metallic active sites, not only offers a high electrochemical performance for the ORR (E-1/2 = 0.83 V vs reversible hydrogen electrode (RHE) in acid media), but also enhances the operational durability of the catalyst after 20 000 cycles with 97% of retention and very low H2O2 production (<5%) in 0.1 M HClO4","Normal,only acid.",0,0,1,C,Fe,Mn,N,None,None,None,None,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c9ta12207a,Peoples R China,Chinese Acad Sci,JOURNAL OF MATERIALS CHEMISTRY A,14.511,4/7/2020,46,0.797,NaN,NaN,"Such a Co/Zn-NCNF catalyst exhibits greatly enhanced ORR activity with onset and half-wave potentials of 0.997 V and 0.797 V/RHE in an acidic electrolyte, compared to the Co or Zn mono-doped sample","Normal,only acid.",0,1,0,C,Co,N,O,Zn,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,10.1021/acscatal.9b00869,Peoples R China,Hong Kong Univ Sci & Technol,ACS CATALYSIS,13.7,8/2/2019,103,0.82,0.91,NaN,The Fe-NCNWs showed an impressive half-wave potential (E-1/2) of 0.91 V and average kinetic current density (J(K)) of 6.0 mA cm(-2) at 0.9 V in alkaline media,"Normal,only alkaline.",0,1,0,C,Fe,N,None,None,None,None,None,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.materresbull.2021.111268,Peoples R China,Chinese Acad Sci,MATERIALS RESEARCH BULLETIN,5.6,5/19/2021,2,0.81,NaN,NaN,"In acid media, an optimal Pt/SiO2-C catalyst displays significantly improved ORR activity (e.g., a half-wave potential of 0.81 V vs","Normal,only acid.",0,0,0,C,O,Si,Pt,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c6ta01543c,South Korea,DGIST,JOURNAL OF MATERIALS CHEMISTRY A,14.511,6/14/2016,79,0.817,0.877,NaN,"RHE), which is similar to that of Pt/C, whereas the half-wave potential (E-1/2) of FePPyC-900 is 0.877 V, more positive than that of Pt/C at the same catalyst loading amount under alkaline conditions","Normal,only alkaline.",0,0,0,C,Fe,N,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
