TEST,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,HWP,Remark_Sentence,Bug_Note,PH,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_Onset
0,10.1016/j.diamond.2021.108742,Peoples R China,Dongguan Univ Technol,DIAMOND AND RELATED MATERIALS,3.806,5/13/2022,0,0.75,"The optimal SL-C-800 exhibits high four-electron ORR selectivity with high half-wave potential of 0.75 V, and long-term stability in alkaline medium, which is same to N-doped carbon nanotube","Normal,only alkaline.",13,0,0,0,C,N,O,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/smll.202102425,Peoples R China,Beijing Univ Chem Technol,SMALL,15.153,9/17/2021,11,0.912,"Benefiting from electronic modulation and architectural functionality, Fe/N,S-HC catalyst shows markedly enhanced ORR performance with a half-wave potential (E-1/2) of 0.912 V and satisfactory long-term durability in alkaline medium, outperforming those of commercial Pt/C","Normal,only alkaline.",13,0,0,0,C,Fe,N,S,None,None,None,None,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/adma.202205372,Peoples R China,Tsinghua Univ,ADVANCED MATERIALS,32.086,9/6/2022,0,0.93,"This method substantially increases the number of FeNx active centers in the pyrolysis product, resulting in an impressive Fe-N/C catalyst with half-wave potential (E-1/2) up to 0.93 V and a diffusion-limited current density (j(L)) of 5.9 mA cm(-2) and no obvious decay after 20 000 cyclic voltammetry cycles in 0.1 m KOH, which are all among the best-reported data known to date","Normal,only alkaline.",13,0,0,0,Fe,N,C,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1002/advs.201800120,Japan,Natl Inst Mat Sci,ADVANCED SCIENCE,17.521,12/28/2018,163,0.881,"Fe3C-Fe,N/C hollow spheres exhibit an ORR performance comparable to that of commercially available 20 wt% Pt/C in alkaline electrolyte, with a similar half-wave potential, an electron transfer number close to 4, and lower H2O2 yield of less than 5%","Normal,only alkaline.",13,1,0,0,C,Fe,N,None,None,None,None,None,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1021/acssuschemeng.1c05352,Peoples R China,Beijing Normal Univ,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,12/20/2021,4,0.91,"Impressively, benefiting from highly active Co-Nx sites and highly porous and ultrathin nanosheet morphology which has rich edges and more three-phase boundaries, the as-synthesized CoSAs/N-CNS exhibits markedly enhanced ORR activities under alkaline conditions with half-wave potential (E-1/2) as high as 0.91 V vs RHE, as well as durability of similar to 67 h","Normal,only alkaline.",13,0,0,0,Co,N,C,None,None,None,None,None,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s42765-022-00139-6,Peoples R China,Qingdao Univ,ADVANCED FIBER MATERIALS,12.958,3/12/2022,3,0.841,"A highly defective carbon fiber (HDCFs) was produced which exhibited an outstanding ORR catalytic activity, reaching to the half-wave potential of 0.841 and 0.44 V in alkaline and neutral electrolytes, respectively","Normal,acid and alkaline.",13,1,0,0,C,None,None,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/ppsc.201700097,Peoples R China,Northwestern Polytech Univ,PARTICLE & PARTICLE SYSTEMS CHARACTERIZATION,3.467,10/1/2017,26,0.85,"The synthesized MnCo2O4/NGr exhibits good oxygen-reduction reaction (ORR) activity with half-wave potential E-1/2 of 0.85 V (vs reversible hydrogen electrode (RHE)), comparable to commercial Pt/C with E-1/2 of 0.88 V (vs RHE) along with superior oxygen electrode activity Delta E = 0.91 V for the ORR/OER (oxygen-evolution reaction) in alkaline media","Normal,only alkaline.",13,0,1,0,Co,Mn,N,O,C,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/cctc.201900604,Peoples R China,Shanghai Jiao Tong Univ,CHEMCATCHEM,5.497,3/26/2020,20,0.81,"FBC-Fe exhibits an excellent long-term durability and a remarkable methanol-resistance as well as a high electrocatalytic activity (E-onset: 0.92 V vs RHE, E-1/2: 0.81 vs RHE, and electron transfer number: 4.1) comparable to commercial platinum-carbon (Pt/C, 20 wt.%) catalysts for the ORR in alkaline media","Normal,only alkaline.",13,0,0,0,C,Fe,P,N,S,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,10.1016/j.apsusc.2021.150665,Peoples R China,Shenzhen Univ,APPLIED SURFACE SCIENCE,7.392,9/6/2021,0,0.83,The Co@NCs-900 performs a four-electron reaction process and exhibits a good catalytic activity with a half-wave potential of 0.83 V and limiting current density of 5.93 mA cm(-2) in alkaline medium,"Normal,only alkaline.",13,0,0,0,C,Co,N,None,None,None,None,None,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,10.1039/d1nr00727k,Peoples R China,East China Univ Sci & Technol,NANOSCALE,8.307,3/28/2021,5,0.85,"RHE, which is much higher than those of the direct pyrolysis CoNP-free sample Fe-N-C (E-1/2 = 0.85 V) and Pt/C (E-1/2 = 0.90 V) in alkaline media","Normal,only alkaline.",13,0,1,0,Co,Fe,C,N,None,None,None,None,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c9ra07539a,Peoples R China,Henan Univ,RSC ADVANCES,4.036,3/16/2020,21,0.854,"The obtained Fe-N-PC catalyst exhibits excellent ORR performance with an onset potential of 0.989 V and a half-wave potential of 0.854 V in alkaline conditions, which positively shift only by 5 mV and 27 mV, respectively than those of the commercial Pt/C catalyst","Normal,only alkaline.",13,0,1,0,C,Fe,N,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/smtd.201800450,Australia,Griffith Univ,SMALL METHODS,15.367,10/4/2019,45,0.835,"The obtained catalyst exhibits efficient electrochemical performance on oxygen reduction reaction (ORR) in an alkaline electrolyte with a half-wave potential (0.835 V vs RHE), which is comparable to that of Pt/C (0.839 V vs RHE)","Normal,only alkaline.",13,0,1,0,C,Co,Zn,None,None,None,None,None,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2021.129033,Peoples R China,Nanjing Univ Sci & Technol,CHEMICAL ENGINEERING JOURNAL,16.744,5/19/2021,10,0.905,"The resulted ?-Fe2O3@CNFs12 exhibits excellent ORR performance in alkaline electrolyte with a surprising half-wave potential (E1/2) of 0.905 V and merely 5 mV drop of the potential after 5000 cycles, outperforming that of commercial Pt/C","Normal,only alkaline.",13,0,0,0,C,Fe,O,Zn,N,None,None,None,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.nanoen.2019.04.033,IL 60439 USA,Argonne Natl Lab,NANO ENERGY,19.069,6/25/2019,125,0.9,"The optimized Fe-N-C catalyst showed excellent ORR activities with half-wave potentials of 0.81 and 0.90 V in acidic and alkaline solutions, respectively","Normal,acid and alkaline.",13,0,0,0,C,Fe,N,O,None,None,None,None,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,10.1016/j.jcis.2021.01.055,Peoples R China,China Univ Petr East China,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,3/21/2021,30,0.84,"By employing the CoCx/(Co0.55Fe1.945)(2)P@C as oxygen reduction reaction (ORR) and oxygen evolution reaction (OER) electrode catalysts, superior catalytic activity is achieved with E-1/2 of 0.84 V for ORR, and overpotential of 0.39 Vat 10 mA cm (2) for OER in an alkaline medium, respectively","Normal,only alkaline.",13,1,1,0,C,Co,Fe,N,P,None,None,None,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1002/aenm.202002753,Peoples R China,Beijing Univ Chem Technol,ADVANCED ENERGY MATERIALS,29.698,1/12/2021,54,0.91,"Herein, a Mn oxygen reduction electrocatalyst with a half-wave potential (E-1/2) as high as 0.910 V under an alkaline oxygen reduction reaction process is developed, and the dynamic atomic structure change of the highly efficient Mn single-atomic site is investigated using operando X-ray absorption spectroscopy","Normal,only alkaline.",13,0,0,0,Mn,N,C,None,None,None,None,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s10008-020-04653-8,Peoples R China,Hubei Univ,JOURNAL OF SOLID STATE ELECTROCHEMISTRY,2.747,8/3/2020,1,0.878,"Inspiringly, Fe-N-C exhibited excellent ORR activity exceeding Pt/C benchmark in 0.1 M KOH with a half-wave potential (E-1/2) of 0.878 V and the kinetic current density (j(k)at 0.85 V) of 13.2 mA cm(-2), and the single N-C material","Normal,only alkaline.",13,0,1,0,C,Fe,N,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,10.1016/j.cej.2010.122058,Peoples R China,Shenzhen Univ,CHEMICAL ENGINEERING JOURNAL,16.744,9/12/2019,44,0.911,It displays 66 mV higher half-wave potential (0.911 V) than that of 20 wt% Pt/C catalysts in 0.1 M KOH electrolyte,"Normal,only alkaline.",13,0,0,0,C,Fe,O,N,None,None,None,None,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apsusc.2019.144605,Peoples R China,Nanjing Univ Sci & Technol,APPLIED SURFACE SCIENCE,7.392,3/10/2020,5,0.851,"The obtained Fe-N@ZnO possesses superior ORR performance to commercial 20% PVC catalysts, such as positive half-wave potential (0.851 V), good durability and methanol tolerance in 0.1 M KOH.","Normal,only alkaline.",13,0,0,0,C,Fe,O,Zn,None,None,None,None,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.nanoen.2017.06.029,Peoples R China,Nanjing Normal Univ,NANO ENERGY,19.069,9/1/2017,171,0.78,"The catalysts provide outstanding bifunctional performance with a low overpotential (0.355 V) at 10 mA cm(-2), a low Tafel slope (70 mV dec(-1)) for OER, and a positive half-wave potential (0.78 V) for ORR under alkaline solution","Normal,only alkaline.",13,1,1,0,Fe,Ni,N,None,None,None,None,None,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,10.1016/j.cej.2021.129713,Peoples R China,Huazhong Univ Sci & Technol,CHEMICAL ENGINEERING JOURNAL,16.744,7/9/2021,12,0.896,"The obtained catalyst presents an excellent oxygen reduction reaction performance with half-wave potential of 0.896 V vs RHE in alkaline media, comparable to the most efficient non-precious metal catalysts and outperforming the benchmark system Pt/C","Normal,only alkaline.",13,0,0,0,Fe,O,N,C,Na,Cl,None,None,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d1na00057h,Peoples R China,Guangxi Normal Univ,NANOSCALE ADVANCES,5.598,6/1/2021,1,0.801,"NPC-2 exhibits a half-wave potential of 0.801 V comparable to that (0.812 V) of commercially available Pt/C in alkaline media, along with a good methanol tolerance capacity and long-term stability for the ORR","Normal,only alkaline.",13,0,1,0,C,N,P,None,None,None,None,None,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s11581-019-03277-x,Peoples R China,East China Normal Univ,IONICS,2.961,11/7/2019,12,0.87,"The ORR half-wave potential of N-C@CNTs-800 reached about 0.87 V in KOH and 0.73 V in HClO4, comparable with the best non-precious metal catalysts (NPMCs)","Normal,acid and alkaline.",13,0,0,0,C,N,None,None,None,None,None,None,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,10.1016/j.carbon.2020.03.011,Peoples R China,Liaocheng Univ,CARBON,11.307,4/28/2020,36,0.91,"Accordingly, the newly-designed carbon material shows superior alkaline ORR performance with a half-wave potential of 0.91 V (vs reversible hydrogen electrode) compared with that of 20% Pt/C (0.87 V) as well as excellent acidic ORR activity","Normal,acid and alkaline.",13,0,0,0,C,N,P,S,Zn,None,None,None,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/smll.202101001,Peoples R China,Wuhan Univ Technol,SMALL,15.153,7/7/2021,24,0.91,"In alkaline media, the half-wave potential of the best catalyst (Fe/S-2-NC) is 0.91 V, which far exceeds that of commercial platinum carbon (0.85 V), while in acidic media the half-wave potential reaches 0.784 V, comparable to platinum carbon (0.812 V)","Normal,acid and alkaline.",13,0,1,0,C,S,Fe,N,None,None,None,None,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.apcatb.2022.121591,Peoples R China,Jilin Univ,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,7/8/2022,1,0.86,"Therefore, ZnCo-NC-II exhibits a distinguished ORR activity with a half wave potential (E-1/2) of 0.86 and 0.79 V (vs RHE) in alkaline and acid media, respectively","Normal,acid and alkaline.",13,0,0,0,C,Co,N,Zn,None,None,None,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2020.126214,Peoples R China,Chinese Acad Sci,CHEMICAL ENGINEERING JOURNAL,16.744,10/9/2020,13,0.86,"As a result, the obtained FeCo/FeN2/NHOPC exhibited remarkable bi-functional catalytic activity in terms of a more positive half-wave potential (0.86 V) compared with PVC (0.84 V) for ORR in alkaline medium, a low overpotential of 340 mV for OER in the same condition, and the reversible oxygen electrode index of 0.71 V","Normal,only alkaline.",13,0,1,0,C,Co,Fe,N,O,None,None,None,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apsusc.2019.144380,Peoples R China,Jinan Univ,APPLIED SURFACE SCIENCE,7.392,12/30/2019,25,0.92,"The half-wave potential is 0.92 V (vs reversible hydrogen electrode, RHE) in 0.1 M KOH, 20 mV higher than that of 20% Pt/C","Normal,only alkaline.",13,0,0,0,C,N,Co,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1021/acsami.7b12666,Canada,Inst Natl Rech Sci Energie Mat & Telecommun,ACS APPLIED MATERIALS & INTERFACES,10.383,10/25/2017,74,0.87,"In 0.1 M KOH, compared to the commercial Pt/C catalyst, the 3D porous Fe/N/C catalyst exhibits times better activity (e.g., 1.91 mA cm(-2) for Fe/N/C vs 0.32 mA cm(-2) for Pt/C, at 0.9 V) and excellent stability (e.g., no any decay for Fe/N/C vs 35 mV negative half -wave potential shift for Pt/C, after 10000 cycles test)","Normal,only alkaline.",13,0,0,0,C,Fe,N,None,None,None,None,None,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d1ee01602d,Peoples R China,Northwestern Polytech Univ,ENERGY & ENVIRONMENTAL SCIENCE,39.714,11/11/2021,24,0.95,"The Fe-1/d-CN catalyst shows an excellent ORR activity in the pH-universal range, especially in alkaline electrolytes with a record-level half-wave potential of 0.950 V, exceeding those of almost all the reported non-noble electrocatalysts and the commercial Pt/C catalyst (0.863 V)","Normal,only alkaline.",13,0,1,0,Fe,N,C,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jpowsour.2022.231583,Peoples R China,Shanghai Univ,JOURNAL OF POWER SOURCES,9.794,7/23/2022,0,0.891,A high electrocatalytic behavior towards ORR (E-1/2 = 0.891 V) and OER (E-j (= 10) = 1.543 V) in alkaline medium is achieved with excellent stability and anti-methanol poisoning activity,"Normal,only alkaline.",13,1,1,0,C,Fe,N,None,None,None,None,None,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/cctc.202001165,Peoples R China,Jiangsu Univ,CHEMCATCHEM,5.497,9/22/2020,1,0.816,"The Fe1Co7-N-C exhibits promising catalytic activity with an onset potential of 0.967 V, a half-wave potential of 0.816 V, and a limiting current density of 4.86 mA cm(-2)in 0.1 M KOH","Normal,only alkaline.",13,0,1,0,C,Co,Fe,N,None,None,None,None,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.jcis.2021.02.071,Peoples R China,Zhejiang Normal Univ,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,4/18/2021,16,0.87,"The resultant Co3Fe7/N, Mn-PC exhibited excellent durability and prominent ORR activity with more positive onset potential (E-onset, 0.98 V) and half-wave potential (E-1/2, 0.87 V) in 0.1 M KOH electrolyte, coupled with strong methanol resistance","Normal,only alkaline.",13,1,1,0,Mn,Co,Fe,N,C,None,None,None,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,10.1007/s10562-021-03819-x,Peoples R China,Northeast Normal Univ,CATALYSIS LETTERS,2.936,10/11/2021,0,0.847,"The electrocatalyst performs superior activity for ORR with onset and a half-wave potential (E-1/2) of 0.945 V and 0.847 V, respectively, in 0.1 M KOH, comparable with Pt/C (0.955 V and 0.88 V)","Normal,only alkaline.",13,0,1,0,C,Cu,N,S,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1149/1945-7111/abfca0,Peoples R China,Univ Shanghai Sci & Technol,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,4.386,5/22/2021,1,0.882,"The obtained Fe3C@NFC pyrolyzed at 800 degrees C (Fe3C@NFC800) shows the best ORR electrocatalytic activity, where its ORR peak potential and half-wave potential are 0.908 V and 0.882 V, respectively, and the ORR process is dominated by a major direct 4-electron reaction pathway (n = 3.8-4.0) in alkaline solution","Normal,only alkaline.",13,0,1,0,C,Fe,N,F,None,None,None,None,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1088/1361-6528/ac3d66,Peoples R China,Beijing Univ Chem Technol,NANOTECHNOLOGY,3.953,1/18/2022,0,0.77,Optimized syntheses show a promising ORR activity with a high half-wave potential (0.77 V) and also a significantly improved OER activity compared with pure Ni3HITP2 in alkaline electrolyte,"Normal,only alkaline.",13,0,0,0,Co,N,C,O,None,None,None,None,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2019.117930,Peoples R China,Jilin Univ,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,9/4/2019,71,0.82,"The Mn@NG catalyst shows an onset potential and half-wave potential of 0.95 and 0.82 V vs RHE in 0.1 M KOH solution, respectively","Normal,only alkaline.",13,0,1,0,C,Mn,N,None,None,None,None,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,10.1016/j.jpowsour.2019.227177,Peoples R China,Xi An Jiao Tong Univ,JOURNAL OF POWER SOURCES,9.794,11/19/2019,26,0.896,"The obtained electrocatalysts possess excellent ORR (a half wave potential of 0.896 V in 0.1 M KOH) and OER (eta(10) mA cm(-2) = 310 mV in 1 M KOH) performance, respectively","Normal,only alkaline.",13,0,0,1,C,Co,Fe,N,P,None,None,None,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2017.08.179,Peoples R China,Beijing Univ Chem Technol,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,10/12/2017,8,0.94,"The 20%Co2O3@MF-C-650 shows the highest activity for ORR and its initial reduction potential and half-wave potential reach 1.01 V and 0.94 V, respectively, in 0.1 M KOH solution","Normal,only alkaline.",13,1,1,0,C,Co,O,None,None,None,None,None,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1039/c9ta13471a,Peoples R China,Xi An Jiao Tong Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,5/5/2020,54,0.86,"Benefitting from this unique structure and composition, the resulting Zn/Fe-2-N-C catalyst exhibits excellent ORR activities in both 0.1 M KOH (onset potential, E-onset = 1.08 V, and half-wave potential, E-1/2 = 0.86 V vs","Normal,only alkaline.",13,1,1,0,C,Zn,Fe,N,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1039/c9ta04954a,Peoples R China,Cent S Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,8/2/2019,55,0.85,The as-prepared Fe-N/C exhibits a remarkable ORR catalytic performance in 0.1 M KOH with a half-wave potential (E-1/2) of 0.85 V (vs,"Normal,only alkaline.",13,0,0,0,C,Fe,N,None,None,None,None,None,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsaem.1c03424,Peoples R China,Nanjing Univ Sci & Technol,ACS APPLIED ENERGY MATERIALS,6.959,1/20/2022,6,0.849,"The obtained catalyst (USPC) exhibited an onset potential of 0.939 V, a half-wave potential of 0.849 V, and a limiting current of 5.72 mA cm(-2) in a 0.1 M KOH electrolyte","Normal,only alkaline.",13,0,1,0,C,N,O,Fe,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
